Date,^DJI,MMM,AXP,T,BA,CAT,CVX,CSCO,KO,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,DIS
2013-09-01,15129.669921875,100.45706176757812,68.27352142333984,23.38444709777832,99.29224395751953,67.14970397949219,93.72233581542969,18.94194793701172,30.537433624267578,67.53369903564453,18.730159759521484,143.50245666503906,65.208251953125,143.40869140625,19.0498046875,72.55806732177734,42.82841873168945,79.11627197265625,38.66224670410156,28.7835750579834,32.52995681762695,22.768310546875,61.7369499206543,72.53111267089844,92.84058380126953,64.35698699951172,34.47154998779297,44.018836975097656,63.02198028564453,58.62739181518555
2013-10-01,15545.75,105.8748779296875,73.95094299316406,25.030071258544922,110.27778625488281,67.11751556396484,92.53443145751953,18.23859977722168,32.131839752197266,70.34369659423828,20.65839385986328,145.90611267089844,67.31446838378906,138.78538513183594,20.338077545166016,77.51301574707031,42.70414352416992,79.37120819091797,36.94586944580078,30.625797271728516,33.92717361450195,24.321603775024414,65.9513168334961,74.3008041381836,91.48868560791016,61.57733154296875,37.3078727722168,45.30185317993164,65.39934539794922,62.35468673706055
2013-11-01,16086.41015625,112.3190689086914,77.80277252197266,24.672090530395508,113.44666290283203,68.59294128417969,94.44743347167969,17.305091857910156,32.635292053222656,73.37344360351562,21.069345474243164,153.23497009277344,69.71697998046875,139.1492919921875,19.814462661743164,79.22881317138672,47.7596549987793,80.07018280029297,40.82973098754883,32.97831726074219,35.4408073425293,25.145793914794922,69.32272338867188,78.12346649169922,95.45823669433594,67.18838500976562,37.0659065246582,46.86589050292969,69.02932739257812,64.12741088867188
2013-12-01,16576.66015625,118.56824493408203,82.27326965332031,24.637060165405273,115.7599105834961,73.6279525756836,97.16181182861328,18.266042709350586,33.77975845336914,79.97344970703125,22.152061462402344,161.30947875976562,71.16027069091797,146.03965759277344,21.778467178344727,77.1944580078125,48.81133270263672,80.45420837402344,41.009986877441406,32.6009521484375,35.21690368652344,24.46197509765625,67.00975036621094,77.9512939453125,98.53079223632812,67.92810821533203,36.70735168457031,51.710411071777344,67.05247497558594,69.45469665527344
2014-01-01,15698.849609375,108.37264251708984,77.09548950195312,23.347740173339844,106.23551940917969,76.14140319824219,86.83189392089844,17.84256935119629,30.925935745239258,72.8295669555664,20.027372360229492,149.35189819335938,66.74198150634766,137.5608673095703,20.587196350097656,74.56483459472656,46.207176208496094,78.08279418945312,43.7962532043457,32.975685119628906,32.829078674316406,24.278291702270508,63.06703567504883,70.37903594970703,98.72126770019531,65.45232391357422,35.87071228027344,50.026824951171875,64.00592803955078,66.82415771484375
2014-02-01,16321.7099609375,113.90158081054688,82.98560333251953,22.67215919494629,109.33963775634766,79.65568542480469,89.70997619628906,17.888568878173828,31.236669540405273,76.07747650146484,20.2983341217041,151.47218322753906,71.24065399169922,144.17105102539062,20.771759033203125,77.64114379882812,47.7359733581543,78.8953857421875,47.12004470825195,33.38527297973633,35.28506088256836,25.64394760131836,65.23560333251953,72.59567260742188,101.31875610351562,69.97096252441406,35.92829132080078,52.46744155883789,64.02307891845703,74.3707504272461
2014-03-01,16457.66015625,115.44141387939453,81.84915924072266,24.901735305786133,107.03087615966797,81.62716674804688,93.3162612915039,18.397323608398438,31.61281394958496,77.73846435546875,20.82060432434082,149.60952758789062,68.72209930419922,150.6919708251953,21.859102249145508,83.38655853271484,51.00405502319336,81.97584533691406,46.93813705444336,35.988624572753906,33.489200592041016,25.86583709716797,66.84451293945312,73.68670654296875,101.69404602050781,74.24510192871094,35.920745849609375,50.49002456665039,65.50580596923828,73.6897201538086
2014-04-01,16580.83984375,118.36019134521484,79.48542785644531,25.349079132080078,110.0416259765625,86.5804672241211,98.5035629272461,18.963525772094727,33.61881637573242,81.50283813476562,21.624797821044922,145.9297637939453,69.44930267333984,153.80772399902344,22.604400634765625,85.98416137695312,47.03025436401367,84.77720642089844,48.79606628417969,35.470603942871094,33.076595306396484,25.189395904541016,68.46170806884766,78.89932250976562,102.9909439086914,68.1971206665039,35.28643798828125,47.390830993652344,68.75772094726562,73.01789855957031
2014-05-01,16717.169921875,121.30451965332031,83.39598846435547,25.516490936279297,115.355224609375,84.4709701538086,96.36115264892578,20.375267028808594,33.71772384643555,80.00663757324219,21.54438018798828,145.9206085205078,70.0782241821289,144.3273468017578,23.137962341308594,86.12847900390625,46.98005294799805,84.81904602050781,48.2127799987793,35.94471740722656,34.87211608886719,23.86067008972168,67.53704833984375,81.39920806884766,101.15442657470703,72.3685531616211,38.145599365234375,50.249107360839844,66.2216796875,77.31576538085938
2014-06-01,16826.599609375,122.6394271850586,86.46751403808594,25.437358856201172,109.12383270263672,89.79222869873047,103.3254623413086,20.565616607666016,34.91279983520508,80.67001342773438,21.13423728942871,153.4090576171875,70.71582794189453,142.73452758789062,26.394821166992188,89.429931640625,48.713165283203125,84.92105865478516,48.204437255859375,36.87027359008789,35.3849983215332,24.113971710205078,65.69792938232422,81.93927764892578,100.98602294921875,74.29524993896484,37.359161376953125,49.660133361816406,65.15619659423828,78.90791320800781
2014-07-01,16563.30078125,120.62740325927734,80.20596313476562,25.602815628051758,103.33441162109375,83.24806213378906,102.28863525390625,20.880096435546875,32.62606430053711,79.27582550048828,20.399065017700195,158.384033203125,71.03271484375,150.92361450195312,28.948881149291992,85.55766296386719,48.75545120239258,79.71148681640625,47.63591384887695,38.16118240356445,35.193363189697266,23.3177547454834,64.63627624511719,78.46527099609375,91.97645568847656,74.00524139404297,38.496822357177734,49.7308235168457,63.86295700073242,79.03675842285156
2014-08-01,17098.44921875,123.29007720947266,81.84371185302734,25.474937438964844,108.7550048828125,90.692626953125,102.4548568725586,20.839351654052734,34.6439208984375,79.69249725341797,21.07227897644043,164.10113525390625,82.14669036865234,151.41969299316406,29.828706741333008,88.6691665649414,50.61164474487305,79.0033950805664,50.4651985168457,40.16825485229492,35.84128189086914,24.089025497436523,70.0311508178711,82.97727966308594,94.45189666748047,79.14588165283203,38.44831466674805,50.086700439453125,65.5293960571289,82.71800994873047
2014-09-01,17042.900390625,122.02706146240234,80.00668334960938,25.678972244262695,109.91410827636719,82.34427642822266,95.24000549316406,20.989452362060547,35.42448043823242,75.8826675415039,20.7802791595459,168.70899963378906,80.60040283203125,150.35877990722656,29.941137313842773,91.73018646240234,51.28419876098633,81.31169891357422,49.768367767333984,41.24656295776367,41.19816589355469,24.23655891418457,70.56199645996094,82.30267333984375,92.89244842529297,78.75324249267578,38.579498291015625,50.67255783081055,66.80855560302734,81.93574523925781
2014-10-01,17390.51953125,132.44003295898438,82.20929718017578,25.387495040893555,107.78279876708984,84.32325744628906,95.74286651611328,20.561235427856445,35.030128479003906,78.02884674072266,21.11832618713379,174.6092529296875,86.1114273071289,130.2164306640625,29.2446346282959,92.75428009033203,51.488521575927734,80.38549041748047,48.99820327758789,41.771484375,42.939388275146484,24.54802131652832,73.53649139404297,88.83145904541016,94.12403106689453,87.12075805664062,38.7801513671875,57.33643341064453,66.63382720947266,84.09850311279297
2014-11-01,17828.240234375,137.8833465576172,84.71834564208984,26.12108612060547,115.93706512451172,84.2869644165039,86.89892578125,23.224868774414062,37.49764633178711,73.05067443847656,21.674715042114258,173.15719604492188,87.771484375,128.45013427734375,32.030662536621094,93.15878295898438,51.5611572265625,83.0269775390625,51.078556060791016,42.53663635253906,45.85834884643555,25.531578063964844,76.78327178955078,92.04808044433594,96.8333969116211,90.44015502929688,39.47962951660156,61.31672286987305,76.47993469238281,85.13845825195312
2014-12-01,17823.0703125,142.28622436523438,85.28669738769531,24.79952049255371,112.8120346069336,76.687744140625,90.37129974365234,23.37611961364746,35.55862808227539,75.13027954101562,20.676481246948242,178.70716857910156,92.68987274169922,127.94959259033203,31.409778594970703,90.57789611816406,53.6352653503418,81.07015228271484,48.02567672729492,41.587284088134766,44.40810775756836,25.752708435058594,77.34365844726562,93.28184509277344,101.71565246582031,92.69588470458984,36.50636672973633,62.75148391723633,75.02967834472656,86.6845932006836
2015-01-01,17164.94921875,140.53707885742188,73.96583557128906,24.30486297607422,126.1693115234375,67.00227355957031,82.59733581542969,22.157739639282227,34.674278259277344,71.04259490966797,19.738800048828125,158.95838928222656,92.64457702636719,122.2634506225586,28.596826553344727,86.74066162109375,46.60731506347656,79.97998809814453,51.36241912841797,36.170650482177734,42.852569580078125,25.835376739501953,71.56985473632812,91.08785247802734,101.52108001708984,97.79479217529297,35.671348571777344,61.006797790527344,74.65815734863281,84.77593994140625
2015-02-01,18132.69921875,146.0355987548828,75.0108871459961,25.877656936645508,130.92552185058594,70.02668762207031,85.9405517578125,24.9666748046875,36.46823501586914,71.9527816772461,21.473899841308594,174.98236083984375,101.80965423583984,129.1457977294922,28.778593063354492,88.79354095458984,52.85894012451172,85.56927490234375,49.87983322143555,39.25947189331055,45.11482238769531,28.373449325561523,72.79685974121094,95.18069458007812,107.82745361328125,104.5875015258789,39.04652404785156,64.93174743652344,73.7356948852539,97.00395202636719
2015-03-01,17776.119140625,143.72010803222656,71.82071685791016,24.4475040435791,131.06285095214844,67.60235595703125,85.40192413330078,23.291513442993164,34.15211486816406,69.59590911865234,20.69498634338379,173.84844970703125,100.7981948852539,128.8953094482422,27.258987426757812,87.74909210205078,52.25514221191406,85.03870391845703,48.97664260864258,36.66249465942383,46.8770751953125,29.0157413482666,70.06902313232422,95.79195404052734,104.22016906738281,108.87665557861328,38.39904022216797,63.07524108886719,72.25973510742188,97.7588882446289
